Voltage(V),Current(A),Throttle(%),Temperature(C),Motor RPM
36.05,82.18,54.80,27.86,14539.65
36.40,37.24,47.20,27.86,12963.88
37.10,41.52,59.20,27.86,15114.91
37.45,60.78,70.00,27.25,16623.52
37.10,65.06,67.60,27.25,16719.01
37.10,50.08,58.00,26.64,14883.05
37.10,43.66,58.00,26.64,14825.30
37.10,37.24,50.40,26.64,13517.18
37.45,20.12,8.00,26.64,7034.72
38.15,5.14,11.20,27.25,4100.68
38.50,3.00,12.40,28.46,4182.90
38.85,5.14,12.40,29.07,4189.21
39.20,9.42,12.40,29.07,4194.96
39.55,9.42,12.40,29.68,4213.17
39.55,9.42,12.40,29.68,4242.12
39.55,7.28,12.40,29.68,4233.01
39.55,7.28,12.40,29.68,4273.56
39.55,7.28,12.40,29.68,4240.06
39.55,7.28,12.40,29.68,4243.89
39.55,7.28,12.40,30.29,4235.36
39.55,7.28,12.40,30.29,4250.97
39.55,5.14,12.40,30.29,4262.23
39.55,5.14,12.40,29.68,4315.50
39.55,7.28,12.40,29.68,4414.29
39.55,9.42,12.40,29.68,4505.40
39.55,9.42,12.40,30.29,4599.30
39.55,7.28,12.40,30.29,4695.40
39.55,7.28,12.40,30.29,4636.28
39.55,7.28,12.40,30.29,4638.39
39.55,5.14,12.40,30.29,4632.06
39.55,5.14,8.80,30.29,3757.13
39.55,5.14,8.80,30.29,3855.72
39.55,5.14,8.80,30.29,3790.68
39.55,5.14,8.80,30.29,3749.75
39.55,3.00,8.80,30.29,3732.12
39.55,5.14,8.80,30.29,3708.12
39.55,5.14,8.80,30.29,3677.34
39.55,5.14,8.80,30.29,3669.83
39.55,5.14,8.80,30.29,3645.75
39.55,5.14,8.80,30.29,3555.83
39.55,3.00,8.80,30.29,3563.50
39.55,3.00,8.80,30.29,3563.08
39.55,3.00,8.80,30.29,3557.28
39.55,3.00,8.80,30.29,3564.12
39.55,3.00,8.80,30.29,3565.58
39.55,5.14,8.80,30.29,3576.64
39.55,3.00,8.80,30.29,3572.45
39.55,7.28,21.60,30.29,6360.53
39.55,15.84,18.40,30.29,6215.65
39.55,13.70,20.40,30.29,7034.72
39.55,11.56,20.40,30.29,6980.89
39.20,13.70,21.60,30.90,7398.29
39.20,11.56,21.60,30.90,7674.16
39.20,9.42,21.60,30.90,7946.53
39.20,9.42,22.40,30.90,7913.61
39.20,11.56,22.40,30.90,8196.96
39.20,13.70,23.60,30.90,8812.67
39.20,13.70,23.60,30.90,8418.22
39.20,11.56,22.40,30.90,7400.08
39.20,7.28,8.80,30.90,5166.92
39.20,5.14,8.80,30.90,4291.56
39.20,5.14,8.80,30.90,3994.29
39.20,3.00,8.80,30.90,3992.99
39.55,5.14,8.80,30.90,3870.86
39.55,5.14,8.80,30.90,3766.62
39.55,5.14,9.20,30.90,3620.70
39.55,5.14,8.80,30.90,3471.22
39.55,5.14,8.80,30.29,3484.48
39.55,5.14,8.80,30.29,3406.22
39.55,5.14,8.80,30.29,3401.67
39.55,3.00,8.80,30.90,3379.86
39.55,3.00,9.20,30.90,3460.02
39.55,5.14,8.80,30.90,3413.26
39.55,3.00,8.80,30.29,3411.93
39.55,5.14,8.80,30.29,3362.38
39.55,5.14,8.80,30.29,3367.20
39.55,3.00,8.80,30.29,3367.20
39.55,3.00,8.80,30.29,3425.70
39.55,3.00,8.80,30.90,3464.73
39.55,3.00,8.80,30.90,3524.05
39.55,3.00,8.80,30.90,3541.00
39.55,5.14,8.80,30.90,3561.22
39.55,5.14,8.80,30.90,3594.51
39.55,5.14,8.80,30.90,3565.58
39.55,5.14,8.80,30.90,3600.02
39.55,5.14,8.80,30.90,3578.52
39.55,3.00,8.00,31.50,3352.97
39.55,3.00,8.80,31.50,3432.62
39.55,5.14,8.80,31.50,3448.50
39.55,5.14,8.80,31.50,3477.14
39.55,3.00,8.80,31.50,3478.33
39.55,5.14,8.80,31.50,3511.50
39.55,5.14,8.80,31.50,3596.84
39.55,3.00,8.80,31.50,3672.92
39.55,5.14,8.80,31.50,3681.55
39.55,5.14,8.80,31.50,3672.03
39.55,3.00,8.80,31.50,3648.36
39.55,3.00,8.80,31.50,3618.99
39.55,3.00,8.80,31.50,3618.13
39.55,5.14,8.80,31.50,3620.49
39.55,7.28,8.80,31.50,3619.84
39.55,5.14,8.80,32.11,3541.41
39.55,3.00,8.80,32.11,3544.90
39.55,3.00,8.80,32.11,3552.32
39.55,3.00,8.80,31.50,3563.71
39.55,7.28,21.60,31.50,6282.73
39.55,13.70,19.60,31.50,6267.27
39.55,13.70,20.40,32.11,7012.93
39.20,11.56,20.40,32.11,7476.11
39.20,11.56,21.60,32.11,7965.17
39.20,13.70,21.60,32.11,8039.55
39.20,13.70,20.40,32.11,8060.75
39.20,11.56,22.40,32.11,8230.07
39.20,9.42,22.40,32.11,8216.79
39.20,11.56,22.40,32.11,8507.26
39.20,11.56,22.40,32.11,8437.98
39.20,13.70,23.60,32.11,7959.98
39.20,11.56,23.60,32.11,9302.19
39.20,11.56,21.60,32.72,9324.90
39.20,13.70,22.40,32.72,9734.78
39.20,13.70,23.60,32.11,10344.34
39.20,13.70,23.60,32.11,10446.88
39.20,11.56,23.60,32.11,10411.29
39.20,11.56,24.40,32.11,8231.17
39.20,11.56,22.40,32.11,8528.63
39.20,13.70,23.60,31.50,8962.57
39.20,13.70,24.40,31.50,8990.25
39.20,13.70,24.40,31.50,7795.52
39.20,13.70,20.40,31.50,8810.13
39.20,11.56,21.60,31.50,9054.17
39.20,9.42,21.60,31.50,9172.37
39.20,11.56,22.40,32.11,9951.92
39.20,11.56,23.60,31.50,10150.23
38.85,11.56,24.40,31.50,9497.31
38.85,11.56,25.60,31.50,9042.11
38.85,15.84,24.40,31.50,9909.97
38.85,15.84,24.40,31.50,9877.94
38.85,15.84,25.60,31.50,9323.47
39.20,17.98,25.60,31.50,9977.91
39.20,15.84,24.40,31.50,9909.97
38.85,13.70,25.60,31.50,10527.85
38.85,15.84,24.40,31.50,9817.65
38.85,13.70,24.40,31.50,10177.27
38.85,11.56,24.40,30.90,10363.63
38.85,13.70,24.40,30.90,10759.50
38.85,13.70,24.40,30.90,10240.36
38.85,13.70,26.80,30.90,11170.45
38.85,13.70,24.40,30.90,9693.10
38.85,13.70,25.60,30.90,9964.90
38.85,13.70,23.60,30.90,9561.19
39.20,11.56,23.60,30.90,9816.07
39.20,9.42,25.60,30.90,10195.95
38.85,11.56,25.60,30.90,10830.03
38.85,11.56,25.60,30.90,10841.56
38.85,13.70,27.60,30.90,11388.99
38.85,15.84,27.60,30.29,11188.85
38.85,15.84,27.60,30.29,10971.94
38.85,15.84,27.60,30.29,9227.76
38.85,15.84,27.60,30.29,10477.32
38.85,15.84,26.40,30.29,10383.00
38.85,13.70,26.80,30.29,10255.82
38.85,13.70,26.80,30.29,10160.35
38.85,15.84,25.60,30.29,10340.84
38.85,9.42,8.80,30.29,4594.46
39.20,3.00,8.80,30.29,4209.11
39.20,5.14,8.80,29.68,4066.30
39.20,5.14,8.80,29.68,4024.54
39.55,7.28,14.40,30.29,4425.48
39.55,5.14,12.40,30.29,4162.67
39.55,3.00,12.40,30.90,4190.07
39.55,5.14,12.40,30.90,4218.99
39.55,5.14,12.40,30.90,4242.71
39.55,5.14,12.40,30.90,4242.12
39.55,5.14,13.20,30.90,4408.56
39.20,3.00,16.40,30.90,5045.79
39.20,5.14,20.40,30.90,5843.66
39.20,5.14,20.80,30.90,7370.64
39.20,7.28,20.80,30.90,6552.82
39.20,11.56,20.80,31.50,7163.33
39.20,11.56,20.80,31.50,8212.37
39.20,9.42,20.80,31.50,8370.95
39.20,9.42,20.80,31.50,8662.80
39.20,11.56,20.40,31.50,8678.79
39.20,9.42,20.80,31.50,8825.40
39.20,7.28,20.80,31.50,8867.65
39.20,5.14,12.40,31.50,6406.53
39.20,9.42,20.80,31.50,6459.34
39.20,11.56,20.80,31.50,7743.18
39.20,7.28,20.80,30.90,6638.22
39.20,7.28,20.80,30.90,8441.47
39.20,7.28,20.80,30.90,8503.71
39.20,9.42,20.40,30.90,6793.90
39.20,9.42,20.40,30.90,7267.23
39.20,7.28,20.40,30.90,7048.51
39.20,9.42,20.40,30.90,8118.57
39.20,9.42,20.40,30.90,8281.36
39.20,5.14,8.80,30.90,4822.46
39.20,3.00,8.80,30.90,4604.50
39.20,3.00,8.80,30.90,3951.43
39.20,3.00,8.80,30.90,3781.06
39.55,3.00,8.80,30.90,3701.61
39.55,3.00,8.80,30.90,3642.49
39.55,3.00,8.80,30.90,3620.70
39.20,9.42,19.20,30.90,5934.44
39.20,11.56,21.60,30.90,6459.34
39.20,7.28,18.40,30.90,6615.94
39.20,9.42,19.20,30.90,6633.89
39.20,7.28,18.40,30.90,6552.12
39.20,7.28,21.60,31.50,7321.20
39.20,7.28,18.40,31.50,6812.83
39.20,7.28,19.60,31.50,7271.56
39.20,7.28,20.40,31.50,7463.33
39.20,7.28,21.60,31.50,7910.53
38.85,9.42,21.60,31.50,7457.87
38.85,11.56,23.60,31.50,8703.50
38.85,9.42,21.60,31.50,8365.22
38.85,11.56,23.60,31.50,8812.67
38.85,15.84,22.40,32.11,8559.68
38.85,13.70,23.60,32.11,9734.78
38.85,11.56,22.40,32.11,9676.22
38.85,9.42,20.40,31.50,9653.30
38.85,9.42,22.40,31.50,9854.05
38.85,9.42,21.60,31.50,9862.00
38.85,9.42,21.60,32.11,7952.73
38.85,11.56,21.60,32.11,8419.38
38.85,11.56,23.60,32.11,8523.87
38.85,7.28,8.80,32.11,4763.09
39.20,3.00,8.80,32.11,4467.85
39.20,3.00,8.80,31.50,3772.43
39.20,3.00,9.20,31.50,3755.74
39.20,3.00,8.80,31.50,3615.99
39.20,9.42,17.60,32.11,5130.92
39.20,11.56,16.40,32.11,4987.74
39.20,7.28,16.40,32.11,5079.33
39.20,7.28,16.40,32.11,5085.25
39.20,9.42,16.40,32.11,5472.71
39.20,9.42,16.00,32.11,5670.19
39.20,7.28,16.40,32.72,5604.69
39.20,7.28,16.40,32.72,5792.71
39.20,7.28,16.40,32.72,5789.97
39.20,9.42,16.40,32.72,5446.38
39.20,11.56,16.40,32.72,5693.43
39.20,9.42,16.40,32.72,5596.99
39.20,7.28,16.00,32.72,5674.41
39.20,9.42,16.40,32.72,5783.94
39.20,9.42,16.40,32.72,6689.07
39.20,9.42,16.40,32.72,6785.60
39.20,9.42,16.40,32.72,7122.43
39.20,9.42,16.40,32.72,7753.99
39.20,9.42,16.40,32.72,8417.06
39.20,9.42,16.40,32.72,8146.70
39.20,9.42,16.40,32.72,7034.72
39.20,9.42,16.40,32.72,5446.38
39.20,11.56,16.40,32.72,5558.81
39.20,11.56,16.40,32.72,5774.11
39.20,9.42,12.00,32.11,5065.02
39.20,7.28,12.40,32.11,5063.34
39.20,3.00,12.40,32.11,5128.77
39.20,3.00,12.40,32.72,5061.67
39.20,5.14,12.40,32.72,4784.34
39.55,7.28,12.40,32.72,4622.95
39.20,5.14,12.40,32.11,4528.76
39.20,5.14,12.40,32.11,4520.72
39.20,5.14,12.40,32.11,4539.19
39.20,7.28,12.40,32.72,4563.59
39.20,11.56,19.60,32.72,6103.31
39.20,13.70,20.40,32.72,7405.46
39.20,11.56,17.20,32.72,7723.62
39.20,11.56,18.40,32.72,7110.83
39.20,9.42,18.40,32.72,6470.96
39.20,9.42,19.60,32.72,7129.91
39.20,11.56,19.60,32.72,7487.10
39.20,11.56,21.60,32.72,7533.24
39.20,13.70,21.60,33.33,7726.54
39.20,13.70,23.60,33.33,8421.70
39.20,13.70,23.60,33.33,8648.09
39.20,13.70,22.40,33.33,7898.27
38.85,13.70,22.40,33.33,8577.70
38.85,13.70,22.80,33.33,9020.76
38.85,11.56,23.60,32.72,9525.43
38.85,11.56,21.60,33.33,9550.73
38.85,11.56,22.40,33.33,9717.76
38.85,11.56,22.40,33.33,10076.61
39.20,11.56,21.60,32.72,9877.94
39.20,11.56,21.60,32.72,8683.72
39.20,13.70,21.60,32.72,8262.33
38.85,13.70,22.40,32.72,8523.87
38.85,13.70,22.40,32.72,8028.99
38.85,11.56,21.60,33.33,8211.27
38.85,9.42,18.40,33.33,8241.16
38.85,9.42,19.60,33.33,8501.35
38.85,11.56,21.60,32.72,9046.13
38.85,9.42,22.40,32.72,9363.46
38.85,9.42,23.60,32.72,8858.65
38.85,13.70,24.40,33.33,8488.36
38.85,13.70,24.40,33.33,9261.32
38.85,11.56,24.40,32.72,9257.11
38.85,15.84,25.60,32.72,8691.13
38.85,17.98,24.40,32.72,9789.35
38.85,13.70,24.40,32.72,9532.86
38.85,13.70,23.60,32.72,9696.18
38.85,9.42,12.00,32.72,6175.46
38.85,5.14,8.00,32.11,3286.45
39.20,3.00,8.80,32.11,3293.18
39.20,5.14,8.80,32.11,3314.97
39.20,5.14,8.80,32.11,3321.99
39.55,5.14,8.80,32.11,3357.39
39.55,5.14,8.80,32.11,3362.93
39.55,5.14,8.80,32.11,3361.27
39.55,5.14,8.80,32.11,3371.09
39.55,3.00,8.80,32.11,3363.30
39.55,5.14,8.80,32.11,3413.07
39.55,7.28,8.80,32.11,3409.64
39.55,7.28,8.80,32.11,3407.17
39.20,5.14,8.80,32.11,3472.01
39.20,5.14,8.80,32.11,3539.97
39.20,5.14,8.80,32.11,3651.20
39.20,5.14,8.80,32.11,3666.53
39.20,5.14,8.80,32.11,3642.06
39.20,5.14,8.80,32.11,3568.28
39.20,3.00,8.80,32.11,3554.17
39.20,3.00,8.80,32.72,3561.01
39.20,3.00,8.80,32.72,3557.90
39.55,7.28,18.80,32.72,5428.00
39.20,13.70,19.20,32.72,6083.88
39.20,11.56,17.20,32.72,5857.10
39.20,9.42,18.40,32.72,6470.96
39.20,11.56,18.40,32.72,6561.26
39.20,11.56,18.40,32.72,6912.99
39.20,9.42,18.40,32.72,6516.49
39.20,7.28,19.60,32.72,6787.11
39.20,9.42,20.40,32.72,7637.72
39.20,11.56,21.60,32.72,7885.02
38.85,13.70,22.40,32.72,7973.48
38.85,13.70,22.40,32.72,8315.15
38.85,15.84,24.40,32.72,8240.05
38.85,13.70,22.40,32.72,7858.66
38.85,13.70,23.60,32.72,9598.73
39.20,13.70,22.40,32.72,9440.11
39.20,11.56,21.60,32.72,9454.71
38.85,11.56,21.60,32.72,9670.10
38.85,11.56,20.40,32.72,9131.27
38.85,11.56,21.60,32.72,9399.46
38.85,11.56,20.40,32.72,7946.53
38.85,11.56,21.60,32.72,8236.72
38.85,11.56,22.40,32.72,8190.36
38.85,11.56,23.60,32.72,8699.79
38.85,11.56,23.60,32.11,7352.90
38.85,11.56,18.40,32.11,8370.95
38.85,9.42,19.60,32.11,8668.94
38.85,9.42,20.40,32.11,9237.52
39.20,9.42,21.60,32.11,9060.88
39.20,11.56,23.60,32.11,7198.76
39.20,11.56,24.40,32.11,8557.29
39.20,11.56,24.40,32.11,8859.94
38.85,13.70,25.60,32.11,9278.19
38.85,13.70,25.60,32.11,8833.05
38.85,13.70,25.60,32.11,9462.03
38.85,13.70,23.60,32.72,9601.74
38.85,13.70,22.40,32.72,9463.49
38.85,13.70,22.40,32.72,9367.77
38.85,11.56,22.40,32.72,9641.12
38.85,11.56,21.60,32.72,9559.70
38.85,11.56,21.60,32.11,9844.53
38.85,11.56,22.40,32.11,10060.02
38.85,11.56,24.40,32.11,8261.21
38.85,13.70,24.80,31.50,9164.12
38.85,15.84,26.40,31.50,9008.80
38.85,15.84,26.80,31.50,9100.00
38.85,13.70,21.60,31.50,8840.71
38.85,11.56,19.20,32.11,8334.43
38.85,9.42,20.40,32.11,8848.39
38.85,11.56,21.60,32.11,9377.83
38.85,9.42,21.60,32.11,9405.25
38.85,9.42,23.60,32.11,9451.79
38.85,11.56,24.40,31.50,8262.33
38.85,13.70,25.60,31.50,10104.93
38.85,15.84,26.80,31.50,11087.37
38.50,15.84,27.60,31.50,10917.07
38.50,17.98,27.60,31.50,9191.68
38.50,20.12,20.40,31.50,9213.85
38.50,11.56,7.20,31.50,3998.21
38.50,5.14,8.00,31.50,3378.73
38.85,5.14,8.80,31.50,3444.42
38.85,5.14,8.80,31.50,3489.85
39.20,3.00,8.80,32.11,3522.23
39.20,3.00,8.80,32.11,3537.92
38.85,13.70,24.00,32.11,6715.52
38.85,22.26,24.40,32.11,6949.94
38.85,17.98,24.40,32.72,8929.83
38.85,15.84,24.00,32.72,9131.27
38.85,13.70,24.40,32.72,9120.37
38.85,11.56,24.40,32.72,8616.39
38.85,11.56,24.00,32.72,9881.13
38.85,11.56,24.00,32.72,10151.92
38.85,11.56,24.00,32.72,9158.63
38.85,13.70,24.40,32.72,8356.08
38.85,13.70,24.40,32.72,9071.64
38.85,13.70,24.40,32.72,9568.67
38.85,15.84,24.00,32.72,9451.79
38.85,13.70,24.40,32.72,9544.77
38.85,13.70,24.40,32.72,9622.91
38.85,13.70,24.40,32.72,9588.19
38.85,13.70,24.40,32.72,9553.72
38.85,13.70,24.40,32.72,9588.19
38.85,13.70,24.40,32.72,9762.77
38.85,11.56,24.40,32.72,9858.82
38.85,11.56,24.40,32.72,9951.92
38.85,13.70,24.40,32.11,9963.28
38.85,13.70,24.40,32.11,9951.92
38.85,13.70,24.40,32.11,9951.92
38.50,13.70,24.40,32.11,9977.91
38.50,13.70,24.40,32.11,9636.56
38.50,13.70,24.40,32.11,9747.20
38.50,13.70,24.40,32.11,9781.52
38.50,13.70,24.40,32.11,9753.42
38.85,13.70,24.40,31.50,9728.58
38.85,13.70,24.40,32.11,9682.35
38.85,13.70,24.40,32.11,9589.69
38.85,13.70,24.40,32.11,9492.89
38.85,13.70,24.40,32.11,9492.89
38.50,11.56,24.40,31.50,9492.89
38.50,13.70,24.40,31.50,9501.74
38.50,15.84,24.40,31.50,9503.22
38.85,11.56,16.80,31.50,7545.33
38.85,7.28,6.00,31.50,3462.37
38.85,7.28,9.20,30.90,3318.75
38.85,7.28,8.80,30.90,3411.93
39.20,7.28,8.80,30.29,3410.60
39.20,7.28,8.80,30.29,3387.35
39.20,5.14,8.80,30.29,3353.71
39.20,7.28,8.80,30.29,3430.70
39.20,5.14,8.80,30.29,3538.74
39.20,5.14,8.80,30.29,3590.08
39.20,7.28,8.80,30.29,3598.96
39.20,7.28,8.80,30.90,3591.77
39.20,7.28,8.80,30.90,3570.78
39.20,9.42,8.80,30.90,3541.82
39.20,9.42,8.80,30.90,3544.08
39.20,7.28,8.80,30.90,3550.87
39.20,7.28,8.80,30.90,3563.29
38.85,13.70,19.60,30.90,5993.20
38.85,15.84,22.40,30.90,6590.26
38.85,11.56,20.40,31.50,7363.53
38.85,13.70,21.60,31.50,7712.90
38.85,13.70,22.40,31.50,8437.98
38.85,13.70,21.60,30.90,8019.51
38.85,13.70,19.20,31.50,7513.79
38.85,13.70,22.40,31.50,8050.14
38.85,13.70,23.60,31.50,8129.36
38.85,17.98,22.40,31.50,7419.85
38.85,15.84,19.60,31.50,7910.53
38.85,11.56,19.60,31.50,8280.23
38.85,11.56,19.60,31.50,8547.71
38.85,11.56,20.40,31.50,9140.82
38.85,13.70,21.60,31.50,9662.46
38.85,13.70,22.40,31.50,7308.07
38.50,13.70,23.60,31.50,8825.40
38.50,15.84,23.60,31.50,8727.11
38.50,15.84,23.60,31.50,8886.99
38.50,15.84,25.60,31.50,8234.50
38.50,17.98,22.40,30.90,8603.05
38.50,13.70,23.60,30.90,9564.18
38.50,13.70,23.60,31.50,9711.58
38.50,15.84,23.60,31.50,9574.67
38.50,13.70,24.80,31.50,10027.02
38.50,11.56,23.60,31.50,9671.63
38.50,13.70,22.40,31.50,9783.08
38.50,13.70,24.40,31.50,10290.35
38.85,13.70,24.80,31.50,10446.88
38.85,15.84,23.60,31.50,9336.29
38.85,17.98,22.80,31.50,8010.05
38.85,17.98,22.40,31.50,9197.22
38.85,13.70,22.40,31.50,9801.91
38.85,13.70,22.80,31.50,9900.34
38.85,13.70,23.60,31.50,10209.57
38.85,13.70,23.60,31.50,10461.18
38.85,13.70,23.60,30.90,8478.94
38.85,15.84,25.60,30.90,9377.83
38.50,15.84,25.60,30.90,9197.22
38.50,17.98,23.60,30.90,8657.89
38.50,17.98,22.40,30.90,8635.87
38.50,13.70,20.40,30.90,8574.09
38.50,13.70,21.60,30.90,8914.20
38.50,11.56,23.60,30.90,9208.30
38.50,11.56,23.60,31.50,9481.11
38.50,13.70,24.40,31.50,9903.55
38.50,15.84,25.60,31.50,10204.46
38.50,13.70,23.60,30.90,9532.86
38.50,13.70,24.80,30.90,9479.64
38.50,13.70,26.40,30.90,9186.16
38.50,13.70,25.60,30.90,10126.69
38.50,17.98,26.80,30.90,10240.36
38.50,17.98,26.80,30.90,10230.07
38.50,15.84,24.40,30.90,9625.94
38.50,15.84,24.40,30.29,9722.39
38.50,13.70,24.40,30.29,9696.18
38.50,13.70,24.40,30.90,9495.84
38.50,13.70,23.60,30.90,9363.46
38.50,15.84,23.60,30.90,9491.41
38.50,13.70,22.40,30.29,9194.45
38.50,13.70,20.40,30.29,8520.31
38.50,13.70,20.40,30.29,8514.37
38.50,13.70,20.40,30.29,8668.94
38.85,11.56,21.60,29.68,9202.75
38.85,11.56,22.80,29.68,9852.46
38.50,13.70,23.60,30.29,10370.66
38.50,13.70,26.80,29.68,10068.31
38.50,15.84,26.80,29.68,8688.66
38.50,17.98,28.00,29.68,10511.56
38.50,17.98,27.60,30.29,11250.63
38.50,17.98,27.60,30.29,10767.08
38.50,20.12,27.60,30.29,9077.03
38.50,20.12,27.60,30.29,10342.59
38.50,17.98,26.80,30.29,10353.10
38.50,15.84,26.80,30.29,9895.53
38.50,15.84,25.60,30.29,10390.05
38.50,13.70,24.80,30.29,10030.31
38.50,13.70,24.40,30.29,10128.37
38.50,15.84,26.80,30.29,10761.39
38.50,13.70,25.60,30.29,11071.31
38.50,15.84,28.80,30.29,11474.51
38.50,17.98,28.80,29.68,10968.00
38.50,17.98,25.60,29.68,9047.47
38.50,17.98,24.40,29.68,9630.49
38.50,13.70,22.40,29.68,9171.00
38.50,13.70,24.80,29.68,9670.10
38.50,15.84,25.60,29.68,10522.41
38.50,15.84,26.80,29.68,10621.15
38.50,15.84,27.60,29.68,10621.15
38.15,17.98,29.60,29.68,11463.75
38.15,20.12,30.00,29.68,11063.29
38.15,20.12,29.60,29.68,10872.41
38.15,20.12,27.60,29.68,10471.94
38.15,17.98,27.60,29.68,10455.81
38.15,17.98,26.80,30.29,9973.03
38.50,15.84,25.60,29.68,9589.69
38.50,15.84,25.60,29.68,9852.46
38.50,17.98,26.80,29.68,10098.25
38.50,15.84,26.80,29.68,10862.75
38.50,13.70,24.40,29.68,10386.52
38.50,15.84,23.60,29.68,9447.40
38.50,15.84,23.60,29.07,9586.68
38.50,13.70,24.40,29.07,10031.95
38.50,13.70,24.40,29.68,10330.35
38.50,13.70,25.60,29.68,9979.54
38.50,15.84,26.80,29.68,9314.95
38.50,20.12,26.80,29.68,11603.02
38.50,20.12,30.00,29.68,9723.94
38.15,20.12,30.80,29.68,11444.43
38.15,20.12,30.80,29.68,12408.59
38.15,22.26,30.80,29.68,11057.29
38.15,22.26,28.80,29.68,10068.31
38.15,20.12,28.80,29.68,10506.13
38.50,17.98,28.80,29.68,10837.71
38.50,17.98,28.80,29.68,10818.53
38.50,20.12,28.80,29.68,10641.49
38.50,20.12,28.80,29.68,10577.04
38.50,20.12,29.60,29.68,10782.27
38.50,20.12,22.40,29.68,9425.55
38.50,11.56,6.00,29.68,3876.26
38.50,5.14,8.00,29.68,3363.12
38.85,5.14,8.80,29.68,3425.50
38.85,5.14,8.00,30.90,3316.05
38.85,5.14,8.80,31.50,3435.13
39.20,5.14,8.80,32.11,3468.85
39.20,5.14,8.80,32.11,3495.64
39.20,7.28,8.80,32.72,3521.21
39.20,7.28,8.80,32.72,3557.90
39.20,7.28,8.80,32.72,3553.55
39.20,5.14,8.80,32.72,3548.19
39.20,5.14,8.80,32.72,3552.11
39.20,5.14,9.20,32.72,3595.78
39.20,5.14,8.80,32.72,3564.12
39.20,5.14,8.80,32.72,3555.00
39.20,7.28,8.80,32.72,3536.69
39.20,5.14,8.80,32.72,3455.13
39.20,5.14,8.80,32.72,3431.66
39.20,7.28,8.80,32.72,3384.72
39.20,7.28,8.80,32.72,3452.40
39.20,7.28,8.80,32.72,3564.12
39.20,7.28,8.80,32.72,3551.90
39.20,5.14,9.20,32.72,3576.84
39.20,7.28,9.20,32.72,3606.60
39.20,7.28,8.80,32.72,3498.44
39.20,9.42,9.20,32.72,3518.17
39.20,7.28,8.80,32.72,3528.32
39.20,5.14,8.80,33.33,3597.26
39.20,5.14,8.80,33.33,3546.75
39.20,7.28,8.80,33.33,3551.70
39.20,7.28,8.80,32.72,3562.46
38.85,9.42,20.40,33.33,5908.05
38.85,11.56,20.40,33.33,6155.56
38.85,13.70,20.40,33.33,6874.12
38.85,13.70,20.40,33.33,7983.89
38.85,13.70,21.60,33.33,8097.06
38.85,13.70,21.60,33.33,8420.54
38.85,13.70,22.40,33.33,8646.87
38.85,15.84,21.60,33.33,8640.75
38.85,15.84,21.60,33.33,8649.31
38.85,13.70,21.60,33.33,9113.57
38.50,13.70,21.60,33.33,8984.96
38.50,11.56,22.40,33.33,9202.75
38.50,11.56,22.80,32.72,9180.64
38.50,13.70,22.80,32.72,9165.50
38.50,11.56,21.60,32.72,8905.11
38.50,11.56,21.60,32.72,8551.30
38.85,13.70,20.40,32.11,8768.43
38.85,13.70,20.40,32.72,8890.86
38.85,13.70,20.40,32.72,9119.01
38.85,13.70,21.60,32.11,9531.37
38.50,13.70,24.40,32.11,9526.92
38.50,13.70,22.40,32.11,9940.59
38.50,13.70,25.60,32.11,10693.61
38.50,15.84,23.60,32.11,10051.75
38.50,15.84,23.60,32.11,10314.66
38.50,13.70,23.60,32.11,9078.37
38.50,13.70,23.60,31.50,9753.42
38.50,13.70,25.60,31.50,10201.05
38.50,13.70,24.40,31.50,9838.19
38.50,15.84,24.40,32.11,10114.96
38.50,15.84,23.60,32.11,9462.03
38.50,15.84,23.60,32.11,9491.41
38.50,13.70,22.40,31.50,9123.09
38.50,13.70,20.40,31.50,8586.13
38.50,13.70,19.60,31.50,8320.81
38.50,11.56,19.60,32.11,8345.81
38.50,11.56,20.40,32.11,8670.17
38.50,11.56,21.60,32.11,8863.79
38.50,11.56,22.40,32.11,8956.00
38.50,13.70,23.60,31.50,9283.82
38.50,13.70,24.40,31.50,9307.86
38.50,15.84,24.80,30.90,9390.80
38.50,20.12,25.60,30.90,9753.42
38.50,17.98,24.40,30.90,9667.04
38.50,15.84,25.60,31.50,9897.13
38.50,15.84,24.40,31.50,9736.33
