Voltage(V),Current(A),Throttle(%),Temperature(C),Motor RPM
38.50,15.84,25.60,31.50,9731.68
38.50,17.98,24.40,31.50,9619.88
38.50,17.98,25.60,31.50,9932.51
38.50,17.98,25.60,31.50,9710.04
38.50,17.98,25.60,30.90,9873.15
38.50,15.84,24.40,30.90,9540.30
38.50,15.84,24.40,30.90,9479.64
38.50,13.70,20.40,30.90,8512.00
38.50,13.70,19.60,30.90,8207.96
38.50,11.56,19.60,30.90,8123.96
38.50,11.56,19.20,30.90,8224.53
38.50,11.56,19.60,30.90,8253.40
38.50,9.42,19.60,30.90,8260.09
38.50,11.56,18.40,30.29,8059.69
38.50,11.56,19.60,30.29,8263.44
38.50,11.56,19.60,30.29,8257.86
38.50,11.56,19.60,30.29,8338.98
38.50,11.56,19.60,30.29,8362.94
38.50,13.70,19.60,30.29,8411.27
38.50,13.70,19.60,30.29,8414.74
38.50,13.70,20.40,30.29,8532.20
38.50,13.70,21.60,30.29,8948.13
38.50,13.70,21.60,30.29,8924.62
38.50,13.70,22.80,30.29,9165.50
38.50,15.84,22.80,30.29,9169.62
38.50,15.84,25.60,30.29,9559.70
38.50,15.84,24.40,30.29,9506.17
38.50,15.84,25.60,30.29,9262.72
38.50,17.98,26.80,30.29,10066.65
38.50,15.84,26.40,29.68,10264.43
38.50,17.98,24.40,29.68,9940.59
38.15,17.98,26.80,29.68,10187.45
38.15,15.84,25.60,30.29,9905.15
38.15,17.98,26.80,30.29,10173.88
38.15,17.98,26.80,30.29,9969.78
38.15,17.98,26.80,29.68,10017.16
38.15,17.98,26.80,29.68,10018.80
38.15,17.98,26.80,29.68,9966.52
38.15,17.98,26.80,29.68,9934.13
38.15,17.98,26.80,29.68,9789.35
38.15,15.84,24.40,29.68,9071.64
38.15,15.84,23.60,30.29,8840.71
38.15,13.70,25.60,29.68,9286.64
38.50,13.70,22.80,29.68,8739.59
38.50,13.70,22.40,29.68,8710.94
38.50,15.84,23.60,29.68,9082.42
38.50,15.84,23.60,29.68,9255.71
38.50,15.84,24.40,29.07,9576.17
38.50,13.70,24.40,29.07,9600.23
38.50,11.56,25.60,29.07,9927.67
38.50,13.70,22.40,29.07,9157.26
38.50,13.70,21.60,29.07,8725.87
38.50,13.70,20.40,29.07,8825.40
38.50,13.70,21.60,29.07,8954.69
38.50,13.70,21.60,29.07,8687.42
38.50,13.70,21.60,29.07,8689.89
38.50,13.70,21.60,29.07,8382.43
38.50,11.56,21.60,29.07,8392.79
38.50,13.70,21.60,29.07,8353.79
38.50,15.84,22.40,29.07,8491.90
38.50,15.84,22.40,29.07,8539.35
38.50,15.84,24.80,29.07,9142.19
38.50,15.84,25.60,29.07,9784.65
38.50,15.84,26.80,29.07,9986.06
38.50,15.84,27.60,29.07,9956.78
38.50,15.84,27.60,28.46,9950.30
38.50,15.84,22.40,29.07,8988.93
38.50,13.70,22.40,29.07,8936.36
38.50,13.70,23.60,29.07,9050.15
38.50,13.70,24.40,29.07,8885.69
38.50,13.70,24.40,29.07,8884.40
38.15,17.98,25.60,29.07,9586.68
38.15,17.98,27.60,29.07,10113.29
38.15,17.98,26.80,29.07,10046.79
38.15,15.84,25.60,29.07,9663.98
38.15,17.98,24.40,29.07,9435.74
38.15,17.98,22.40,29.07,9213.85
38.15,9.42,6.00,29.07,3970.43
38.50,7.28,20.80,30.29,5819.74
38.50,13.70,20.40,31.50,6004.39
38.50,17.98,20.40,32.11,6182.96
38.85,13.70,20.40,32.72,7438.81
38.85,13.70,20.40,32.72,7279.35
38.85,13.70,20.80,32.72,7449.69
38.50,15.84,20.80,32.72,7402.77
38.50,15.84,20.40,32.72,7693.48
38.50,13.70,20.40,32.72,7467.89
38.50,13.70,20.40,32.72,6854.08
38.50,13.70,20.40,32.72,7517.49
38.50,11.56,20.40,32.72,7965.17
38.50,11.56,20.40,32.72,7963.09
38.50,11.56,20.40,32.72,8552.50
38.50,11.56,20.40,32.72,8451.98
38.50,13.70,20.40,32.72,8648.09
38.50,13.70,20.00,32.72,8548.91
38.50,13.70,20.00,32.72,8516.75
38.50,13.70,20.00,32.72,8508.45
38.50,11.56,16.40,32.72,7469.72
38.50,9.42,16.40,32.72,7446.97
38.50,9.42,16.00,32.11,7436.09
38.85,9.42,11.60,32.11,6035.22
38.85,7.28,8.80,32.11,4891.54
38.85,5.14,8.80,32.11,4627.50
38.85,5.14,8.80,32.11,4006.08
38.85,5.14,8.80,32.11,3720.54
38.85,7.28,8.80,32.11,3603.41
38.85,7.28,8.80,32.11,3563.29
38.85,7.28,8.80,31.50,3566.41
38.85,7.28,8.80,31.50,3572.45
38.85,7.28,8.80,31.50,3574.33
38.85,7.28,8.80,31.50,3570.16
38.85,7.28,8.80,31.50,3620.70
38.85,7.28,8.80,31.50,3653.16
38.85,3.00,6.00,32.11,2586.08
38.85,3.00,6.00,32.11,2633.55
38.85,3.00,6.00,32.72,2666.87
38.85,3.00,6.00,32.72,2685.50
38.85,5.14,6.00,32.72,2674.22
38.85,9.42,20.80,32.72,6129.02
38.85,13.70,22.40,32.72,6702.27
38.50,15.84,21.60,33.33,7687.67
38.50,13.70,22.40,33.33,8484.83
38.50,9.42,22.80,33.33,8637.09
38.50,11.56,22.40,33.33,9047.47
38.50,11.56,22.40,33.33,9231.94
38.50,11.56,22.40,33.33,9091.88
38.50,11.56,21.60,33.33,8836.88
38.50,9.42,21.60,33.33,8952.06
38.50,9.42,21.60,33.33,8899.93
38.50,11.56,21.60,33.33,9215.24
38.50,11.56,21.60,33.33,9379.27
38.50,13.70,23.60,33.33,9547.75
38.50,11.56,23.60,33.33,9667.04
38.50,11.56,23.60,33.33,9784.65
38.50,13.70,23.60,33.33,9786.21
38.50,13.70,23.60,32.72,10000.77
38.50,13.70,23.60,32.72,10045.14
38.50,11.56,22.40,32.72,9750.31
38.50,11.56,23.60,32.72,9722.39
38.50,15.84,23.60,32.72,9349.14
38.50,13.70,22.40,32.72,9244.51
38.50,11.56,20.40,32.72,8513.19
38.50,9.42,18.40,32.72,8167.38
38.50,9.42,19.60,32.72,8299.35
38.50,9.42,19.60,32.72,8474.24
38.50,9.42,19.60,32.72,8426.34
38.50,11.56,20.40,32.72,8664.02
38.50,11.56,21.60,32.11,8845.83
38.50,11.56,22.40,32.11,9229.16
38.50,11.56,23.60,32.11,9568.67
38.50,11.56,24.40,32.11,9571.67
38.50,11.56,24.40,32.11,9522.46
38.50,13.70,25.60,32.11,9385.03
38.15,13.70,24.40,32.11,8693.60
38.15,13.70,23.60,32.11,8806.32
38.15,13.70,24.40,32.11,9236.13
38.15,11.56,24.40,32.11,9389.35
38.15,11.56,24.40,32.11,9390.80
38.15,13.70,24.40,32.11,9627.45
38.15,13.70,24.80,32.11,9606.27
38.15,15.84,24.40,32.11,9619.88
38.15,13.70,24.40,31.50,9583.68
38.15,11.56,20.40,31.50,8697.31
38.50,9.42,20.40,31.50,8367.51
38.50,11.56,19.60,31.50,8220.10
38.50,11.56,19.60,31.50,8271.27
38.50,11.56,18.40,31.50,8145.61
38.50,9.42,19.60,31.50,8378.98
38.15,9.42,21.60,31.50,8839.44
38.15,11.56,20.40,31.50,8582.52
38.15,11.56,21.60,31.50,8844.55
38.15,11.56,22.40,31.50,8849.67
38.15,9.42,21.60,30.90,8810.13
38.15,9.42,23.60,30.90,9555.21
38.15,11.56,23.60,30.90,9303.61
38.15,13.70,24.80,30.90,9040.78
38.15,11.56,25.60,30.90,9197.22
38.15,13.70,25.60,30.90,9507.65
38.15,15.84,26.80,30.90,10184.05
38.15,13.70,26.80,30.90,10207.86
38.15,13.70,25.60,30.90,9960.03
38.15,13.70,26.80,30.90,10050.10
38.15,13.70,26.80,30.90,9854.05
38.15,13.70,26.80,30.90,10123.33
38.15,13.70,25.60,30.90,9756.54
38.15,13.70,26.80,30.90,9809.77
38.15,13.70,24.40,30.29,9360.60
38.15,13.70,23.60,30.29,9064.91
38.15,11.56,23.60,30.29,9211.08
38.15,11.56,22.80,30.29,9086.47
38.15,9.42,22.80,30.29,9090.53
38.15,11.56,22.40,30.29,9070.29
38.15,11.56,23.60,30.29,9537.32
38.15,11.56,23.60,30.29,9528.40
38.15,11.56,22.80,30.29,9261.32
38.15,11.56,23.60,29.68,9571.67
38.15,9.42,23.60,29.68,9583.68
38.15,9.42,23.60,29.68,9476.70
38.15,11.56,23.60,29.68,9595.71
38.15,11.56,23.60,29.07,9662.46
38.15,11.56,23.60,29.68,9615.34
38.15,11.56,23.60,29.68,9679.29
38.15,11.56,19.20,29.68,8831.77
38.50,11.56,20.40,29.68,8831.77
38.50,11.56,21.60,29.68,8991.57
38.50,9.42,21.60,29.68,8667.71
38.50,9.42,21.60,29.68,8820.30
38.15,9.42,22.40,29.68,9066.26
38.15,11.56,21.60,29.68,8835.60
38.15,13.70,23.60,30.29,9238.92
38.15,13.70,23.60,29.68,9125.81
38.15,11.56,22.80,29.68,9066.26
38.50,13.70,23.60,29.68,9412.49
38.50,13.70,24.40,29.68,9451.79
38.15,13.70,24.40,29.68,9568.67
38.15,13.70,25.60,29.68,9961.65
38.15,15.84,26.80,29.68,9942.21
38.15,15.84,27.60,29.68,10279.97
38.15,13.70,22.80,29.68,9158.63
38.15,11.56,22.40,29.68,9062.22
38.15,11.56,24.80,29.68,9337.72
38.15,11.56,23.60,29.68,9297.95
38.15,13.70,23.60,29.68,9265.53
38.50,13.70,23.60,29.68,9357.73
38.15,13.70,24.80,29.68,9642.64
38.15,15.84,26.80,29.68,9833.45
38.15,15.84,26.80,29.68,10150.23
38.15,15.84,28.80,29.68,10427.28
38.15,15.84,27.60,29.68,10260.99
38.15,13.70,24.40,29.68,9585.18
38.15,11.56,23.60,29.68,9292.29
38.15,11.56,22.80,29.07,9131.27
38.15,11.56,20.40,29.07,9023.43
38.15,11.56,19.20,29.07,8654.21
38.15,9.42,6.40,29.68,3630.81
38.50,5.14,17.60,30.29,5187.09
38.50,5.14,16.40,31.50,5135.67
38.50,7.28,16.40,32.11,5216.31
38.50,9.42,16.40,32.11,5477.12
38.50,9.42,16.40,32.11,5638.29
38.50,9.42,16.40,32.11,5812.54
38.50,9.42,16.40,32.11,5403.53
38.50,5.14,16.40,32.72,5309.19
38.50,7.28,16.40,32.72,6675.19
38.50,7.28,16.40,32.72,5982.06
38.50,5.14,16.40,32.72,5744.80
38.50,7.28,16.40,32.72,5657.07
38.50,9.42,16.40,32.72,5419.34
38.50,7.28,16.40,32.72,5483.51
38.50,7.28,16.40,32.72,6470.28
38.50,7.28,16.40,32.72,6832.63
38.50,7.28,16.40,32.72,5562.86
38.50,7.28,16.40,32.72,5417.90
38.50,11.56,16.40,32.72,5425.11
38.50,11.56,16.40,32.72,5450.75
38.50,9.42,16.40,32.72,6778.08
38.50,9.42,16.40,32.72,7143.24
38.50,7.28,16.40,32.72,6830.34
38.50,7.28,16.40,32.72,5583.18
38.50,9.42,16.40,32.72,5805.37
38.50,9.42,16.40,32.72,6667.91
38.50,7.28,16.40,32.72,6969.75
38.50,7.28,16.40,32.72,7023.40
38.50,7.28,16.40,32.72,6961.02
38.50,9.42,16.40,32.72,6796.92
38.50,11.56,16.40,32.72,5966.88
38.50,9.42,16.40,32.72,5111.19
38.50,9.42,16.40,32.72,5574.02
38.50,9.42,16.40,32.72,5484.99
38.50,7.28,16.40,32.72,5509.71
38.50,7.28,16.40,32.72,5431.86
38.50,9.42,16.40,32.72,5893.24
38.50,7.28,16.40,32.72,5371.24
38.50,7.28,16.40,32.72,5402.09
38.50,9.42,16.40,33.33,5770.84
38.50,9.42,16.40,33.33,6633.89
38.50,9.42,16.40,33.33,6931.81
38.50,9.42,16.40,33.33,7049.32
38.50,9.42,16.40,33.33,6933.38
38.50,9.42,16.40,33.33,6831.10
38.50,7.28,16.40,33.33,6686.14
38.50,7.28,16.40,33.33,6773.57
38.50,9.42,16.40,33.33,5956.99
38.50,11.56,16.40,32.72,5815.86
38.50,9.42,16.40,32.72,5369.82
38.50,7.28,16.40,33.33,5416.94
38.50,7.28,16.40,33.33,5408.31
38.50,7.28,16.40,33.33,5389.23
38.50,7.28,16.40,33.33,5402.09
38.50,9.42,16.40,33.33,5354.77
38.50,11.56,16.40,33.33,5386.38
38.50,11.56,16.40,33.33,5393.51
38.50,7.28,16.40,33.33,5415.02
38.50,7.28,16.40,33.33,5520.66
38.50,9.42,16.40,33.94,5433.79
38.50,9.42,16.40,33.94,5594.43
38.50,7.28,16.40,33.94,5875.68
38.50,7.28,16.40,33.94,5862.72
38.50,11.56,16.40,33.94,7207.25
38.50,9.42,16.40,33.94,7684.77
38.50,7.28,16.40,33.94,7897.25
38.50,7.28,16.40,33.94,6164.87
38.50,7.28,16.40,33.94,5073.43
38.50,9.42,16.40,33.94,6261.49
38.50,9.42,16.40,33.94,5056.22
38.50,9.42,16.40,33.94,5727.04
38.50,9.42,16.40,33.94,5962.22
38.50,9.42,15.20,33.94,5127.91
38.50,7.28,14.40,33.94,4443.82
38.50,5.14,20.40,34.54,5708.32
38.50,9.42,24.40,34.54,6736.99
38.50,15.84,28.80,34.54,8023.72
38.50,20.12,36.00,34.54,11653.90
38.15,22.26,36.00,34.54,13562.17
38.15,20.12,36.00,35.15,12649.98
38.15,22.26,35.60,35.15,12239.63
37.80,22.26,36.00,35.15,12623.85
37.80,20.12,36.00,35.15,12022.95
37.80,22.26,36.00,35.15,11940.75
37.80,22.26,36.00,35.15,11933.75
37.80,22.26,36.00,35.15,11667.24
37.80,22.26,36.00,35.15,11592.01
37.80,22.26,36.00,34.54,11474.51
37.80,22.26,36.00,34.54,11442.29
37.80,22.26,36.00,34.54,11156.18
37.80,24.40,36.00,34.54,10386.52
37.80,26.54,36.00,33.94,9236.13
37.80,26.54,36.00,33.94,10402.43
37.80,24.40,36.00,33.33,10551.47
37.80,24.40,36.00,33.33,10643.34
37.80,22.26,36.00,32.72,13046.89
37.80,22.26,36.00,32.72,12464.25
37.80,20.12,36.00,32.72,12161.70
37.80,20.12,36.00,32.72,12004.06
37.80,22.26,36.00,32.11,11770.59
37.80,22.26,36.00,32.11,11822.96
37.80,22.26,36.00,32.11,11535.14
37.80,24.40,36.00,32.11,11476.66
37.80,22.26,36.00,32.11,11388.99
37.80,22.26,36.00,32.11,11374.15
37.80,24.40,36.00,32.11,11217.60
37.80,24.40,36.00,32.11,11135.85
37.45,24.40,36.00,31.50,11317.29
37.45,24.40,36.00,31.50,11336.18
37.45,22.26,36.00,31.50,11384.74
37.45,22.26,36.00,30.90,11374.15
37.45,22.26,36.00,30.90,11376.27
37.45,22.26,36.00,30.90,11315.20
37.45,24.40,36.00,30.90,11279.70
37.45,24.40,36.00,30.90,11240.29
37.45,22.26,36.00,30.29,11105.50
37.80,22.26,36.00,30.29,11248.56
37.45,22.26,36.00,30.29,11201.15
37.45,22.26,36.00,30.29,11269.30
37.45,24.40,36.00,30.29,11342.49
37.45,22.26,36.00,30.29,11480.97
37.45,20.12,36.00,30.29,11662.79
37.45,20.12,36.00,29.68,11680.62
37.80,20.12,36.00,29.68,12008.78
37.45,22.26,36.00,29.68,12103.90
37.45,22.26,36.00,29.07,12548.70
37.45,22.26,36.00,29.07,12528.12
37.45,22.26,36.00,29.07,13097.21
37.45,22.26,36.00,29.07,13216.15
37.45,22.26,36.00,29.68,13066.42
37.45,22.26,36.00,29.68,12152.03
37.80,22.26,36.00,29.68,12001.71
37.80,24.40,36.00,29.68,12022.95
37.45,22.26,35.60,29.68,11857.36
37.45,22.26,36.00,29.68,11689.56
37.45,24.40,36.00,29.68,11440.14
37.45,22.26,36.00,29.68,11438.00
37.45,22.26,36.40,29.68,11546.03
37.45,24.40,36.00,29.68,11374.15
37.45,22.26,36.00,29.68,11438.00
37.45,22.26,36.00,29.07,11576.65
37.45,22.26,36.00,29.07,11603.02
37.45,22.26,36.00,29.68,11685.09
37.45,22.26,36.00,29.68,11866.57
37.45,22.26,36.00,29.68,12099.11
37.45,24.40,36.00,29.68,12323.53
37.45,24.40,36.00,29.68,12348.42
37.45,20.12,36.00,29.68,12579.69
37.45,20.12,36.00,29.68,12747.59
37.45,20.12,36.00,29.68,13139.44
37.45,20.12,36.00,29.68,12629.07
37.45,22.26,36.00,29.68,13038.54
37.45,22.26,36.00,29.68,12707.84
37.45,22.26,36.00,29.07,13299.54
37.80,22.26,36.00,29.68,12441.42
37.45,22.26,36.00,29.68,11121.67
37.45,22.26,36.00,29.68,11933.75
37.45,20.12,36.00,29.07,11662.79
37.45,20.12,36.00,29.07,11716.45
37.45,22.26,36.00,29.07,11438.00
37.45,22.26,36.00,29.68,11414.51
37.45,22.26,36.00,29.68,11369.92
37.45,22.26,36.00,29.68,11254.78
37.45,24.40,36.00,29.68,11109.54
37.45,26.54,36.00,29.68,11067.30
37.45,24.40,36.00,29.68,11160.25
37.45,24.40,36.00,29.68,11172.49
37.45,20.12,36.00,29.68,11225.84
37.45,20.12,36.00,29.07,11336.18
37.45,22.26,36.00,29.07,11374.15
37.45,22.26,36.00,29.07,11502.58
37.45,22.26,36.00,29.07,11611.83
37.45,22.26,36.00,28.46,12025.32
37.45,20.12,36.00,28.46,12418.67
37.45,20.12,36.00,28.46,12271.57
37.45,22.26,36.00,28.46,12497.38
37.45,20.12,36.00,28.46,12281.43
37.45,20.12,36.00,28.46,11797.86
37.45,20.12,36.00,28.46,13210.44
37.45,22.26,36.00,28.46,11651.68
37.45,22.26,36.00,28.46,12032.42
37.45,22.26,36.00,28.46,11896.59
37.45,22.26,36.00,28.46,11603.02
37.45,22.26,36.00,29.07,11427.31
37.45,22.26,36.00,29.07,11528.61
37.45,24.40,36.00,29.07,11455.15
37.45,24.40,36.00,29.07,11420.91
37.45,24.40,36.00,29.07,11365.69
37.45,22.26,36.00,29.07,11380.50
37.45,20.12,36.00,29.07,11480.97
37.45,24.40,36.00,29.07,11578.84
37.45,24.40,36.00,29.07,11485.29
37.45,24.40,36.00,29.07,11506.91
37.45,24.40,36.00,29.07,11550.40
37.45,20.12,36.00,29.07,11465.90
37.45,22.26,36.00,29.07,11408.12
37.45,22.26,36.00,29.07,11388.99
37.45,22.26,36.00,29.07,11380.50
37.45,22.26,36.00,29.07,11380.50
37.45,20.12,36.00,29.07,11511.24
37.45,20.12,36.00,29.07,11472.35
37.45,22.26,36.00,29.07,11483.13
37.45,24.40,36.00,29.07,11620.66
37.45,22.26,36.00,29.07,11682.85
37.45,22.26,36.00,29.07,11818.39
37.45,22.26,36.00,29.07,11822.96
37.45,22.26,36.00,29.07,11809.25
37.45,22.26,36.00,29.07,11784.21
37.45,22.26,36.00,28.46,11832.11
37.45,22.26,36.00,28.46,11903.54
37.45,22.26,36.00,29.07,11957.10
37.45,22.26,36.00,29.07,11743.46
37.45,22.26,36.00,29.07,11694.03
37.45,22.26,36.00,29.07,11468.05
37.10,22.26,36.00,29.07,11399.61
37.10,20.12,36.00,29.07,11369.92
37.10,22.26,36.00,29.07,11321.48
37.10,22.26,36.00,28.46,11180.67
37.10,22.26,36.00,29.07,11195.00
37.45,24.40,36.00,29.07,11219.66
37.45,24.40,36.00,29.07,11083.35
37.45,22.26,36.00,29.07,11105.50
37.45,24.40,36.00,29.07,11089.39
37.45,24.40,36.00,29.07,11182.71
37.45,22.26,36.00,29.07,11154.14
37.45,24.40,36.00,28.46,11115.60
37.45,22.26,36.00,28.46,11135.85
37.45,22.26,36.00,28.46,11099.45
37.45,24.40,36.00,28.46,11143.97
37.10,22.26,36.00,28.46,11111.56
37.10,22.26,36.00,28.46,11099.45
37.10,22.26,36.00,28.46,11156.18
37.10,22.26,36.00,28.46,11053.29
37.10,24.40,36.00,28.46,11125.72
37.10,24.40,36.00,28.46,11075.32
37.10,24.40,36.00,28.46,11021.40
37.10,22.26,36.00,28.46,11047.30
37.10,22.26,36.00,28.46,11049.29
37.10,24.40,36.00,27.86,11176.58
37.10,26.54,36.00,27.86,11067.30
37.10,22.26,36.00,27.86,11071.31
37.10,20.12,36.00,27.86,11059.29
37.10,20.12,36.00,27.86,11081.34
37.10,24.40,36.00,27.86,11281.78
37.10,26.54,36.00,27.86,11365.69
37.10,24.40,36.00,27.86,11656.12
37.10,22.26,36.00,27.86,11896.59
37.10,22.26,36.00,27.86,12173.81
37.10,22.26,36.00,27.86,12108.70
37.45,22.26,36.00,27.86,12049.02
37.10,24.40,36.00,27.86,11915.14
37.10,24.40,36.00,27.86,11882.72
37.10,22.26,36.00,27.86,11820.67
37.10,22.26,36.00,27.86,11640.58
37.10,22.26,36.00,27.86,11563.51
37.45,22.26,36.00,27.86,11572.26
37.45,24.40,36.00,28.46,11127.74
37.45,24.40,36.00,28.46,11164.33
37.10,22.26,36.00,28.46,11087.37
37.10,24.40,36.00,27.86,11178.62
37.10,22.26,36.00,27.86,11156.18
37.10,22.26,36.00,27.86,11143.97
37.10,24.40,36.00,28.46,11105.50
37.45,22.26,36.00,28.46,11232.03
37.45,20.12,36.00,28.46,11043.30
37.45,20.12,36.00,28.46,11075.32
37.45,20.12,36.00,28.46,11221.72
37.45,20.12,36.00,28.46,11308.92
37.45,22.26,36.00,28.46,11273.46
37.45,22.26,36.00,28.46,11306.82
37.45,22.26,36.00,28.46,11317.29
37.10,22.26,36.00,28.46,11378.39
37.10,24.40,36.00,28.46,11376.27
37.10,22.26,36.00,28.46,11485.29
37.10,20.12,36.00,27.86,11461.60
37.10,22.26,36.00,28.46,11734.44
37.10,22.26,36.00,28.46,11945.42
37.10,20.12,36.00,28.46,12296.26
37.45,20.12,36.00,28.46,12731.66
37.45,20.12,36.00,28.46,12592.64
37.45,17.98,36.00,28.46,12385.96
37.10,20.12,36.00,28.46,12205.41
37.10,22.26,36.00,28.46,12600.43
37.10,20.12,36.00,28.46,12431.30
37.10,20.12,36.00,28.46,12715.77
37.10,22.26,36.00,28.46,12559.01
37.10,22.26,36.00,28.46,12678.84
37.10,20.12,36.00,28.46,12330.99
37.10,22.26,36.00,29.07,11896.59
37.10,22.26,36.00,29.07,11725.44
37.10,20.12,36.00,29.07,11813.82
37.10,20.12,36.00,29.07,11836.70
37.10,20.12,36.00,29.07,11687.32
37.10,22.26,36.00,29.07,11539.49
37.10,22.26,36.00,29.07,11405.99
37.10,22.26,36.00,29.07,11363.58
37.10,22.26,36.00,29.07,11017.43
37.10,20.12,36.00,29.07,10960.14
37.10,22.26,36.00,29.07,11166.37
37.10,22.26,36.00,29.07,11107.52
37.10,22.26,36.00,29.07,11109.54
37.10,22.26,36.00,29.07,11129.77
37.10,20.12,36.00,28.46,11097.44
37.10,22.26,36.00,28.46,11119.65
37.10,24.40,36.00,28.46,11095.42
37.10,22.26,36.00,28.46,11141.94
37.10,22.26,36.00,28.46,11013.46
37.10,22.26,36.00,28.46,11121.67
37.10,24.40,36.00,28.46,11532.96
37.10,22.26,36.00,28.46,11901.23
37.10,20.12,36.00,28.46,12269.11
37.10,22.26,36.00,28.46,12398.52
37.10,22.26,36.00,28.46,12564.17
37.10,20.12,36.00,28.46,12449.02
37.10,20.12,36.00,28.46,12787.59
37.10,20.12,36.00,28.46,12474.43
37.10,20.12,36.00,27.86,12178.66
37.10,22.26,36.00,27.86,12004.06
37.10,22.26,36.00,28.46,12018.23
37.10,22.26,36.00,28.46,11880.41
37.10,22.26,36.00,28.46,11636.15
37.10,20.12,36.00,28.46,11636.15
37.10,20.12,36.00,28.46,11640.58
37.10,22.26,36.00,28.46,11559.13
37.10,22.26,36.00,28.46,11403.86
37.10,22.26,36.00,28.46,11448.72
37.10,22.26,36.00,28.46,11410.25
37.10,22.26,36.00,28.46,11552.58
37.10,20.12,36.00,28.46,11539.49
37.10,20.12,36.00,28.46,11873.48
37.10,20.12,36.00,28.46,12571.92
37.10,20.12,36.00,29.07,13224.73
37.10,20.12,36.00,29.07,13201.88
37.10,20.12,36.00,29.07,12592.64
37.10,20.12,36.00,29.07,13247.66
37.10,20.12,36.00,29.07,12903.67
37.10,20.12,36.00,29.07,13565.18
37.10,24.40,36.00,29.07,10390.05
37.10,22.26,36.00,29.07,12876.49
37.10,20.12,36.00,29.07,12806.35
37.10,20.12,36.00,29.68,11761.53
37.10,22.26,36.00,29.68,12039.53
37.10,22.26,36.00,29.68,11940.75
37.10,22.26,36.00,29.68,11685.09
37.10,20.12,36.00,29.68,11775.13
37.10,22.26,36.00,29.68,11399.61
37.10,24.40,36.00,29.68,11221.72
37.10,22.26,36.00,29.68,11277.62
37.10,22.26,36.00,29.68,11003.54
37.10,22.26,36.00,29.68,10977.85
37.10,24.40,36.00,29.68,11005.53
37.10,26.54,36.00,29.68,10979.83
37.10,26.54,36.00,29.68,11131.80
37.10,24.40,36.00,29.68,11029.36
37.10,22.26,36.00,29.68,11176.58
37.10,22.26,36.00,29.07,11298.46
37.10,22.26,36.00,29.07,11313.10
37.10,24.40,36.00,29.07,11271.38
37.10,22.26,36.00,29.07,11565.69
37.10,22.26,36.00,29.07,11784.21
37.10,22.26,36.00,29.07,11929.10
37.10,22.26,36.00,28.46,12156.86
37.10,20.12,36.00,28.46,12224.94
37.10,20.12,36.00,28.46,12652.60
37.10,20.12,36.00,28.46,12271.57
37.10,17.98,36.00,28.46,12065.67
37.10,22.26,36.00,28.46,11989.94
37.10,22.26,36.00,29.07,11718.69
37.10,22.26,36.00,29.07,11491.76
37.10,22.26,36.00,29.07,11455.15
37.10,22.26,36.00,28.46,11522.09
37.10,22.26,36.00,28.46,11433.72
37.10,22.26,36.00,29.07,11372.04
37.10,22.26,36.00,29.07,11246.49
37.10,22.26,36.00,29.07,11321.48
37.10,22.26,36.00,29.07,11363.58
37.10,22.26,36.00,29.07,11384.74
37.10,20.12,36.00,29.07,11380.50
37.10,22.26,36.00,29.07,11374.15
37.10,22.26,36.00,29.07,11498.25
37.10,22.26,36.00,29.07,11513.41
37.10,22.26,36.00,29.07,11600.81
37.10,22.26,36.00,29.07,11651.68
37.10,24.40,36.00,29.07,11720.94
37.10,24.40,36.00,29.07,11559.13
37.10,22.26,36.00,29.07,11509.07
37.10,22.26,36.00,29.07,11600.81
